project_num,project_name,SowKey
595126,Lou Malnatis | Market Penetration Campaign,
622687,Lou Malnati’s | Q3/Q4 Retainer,
115220,LT - Account Services Roadmap,
56104,LT - Admin,
140149,LT - Agency Agile Testimonial Videos,
209299,LT - AgiLT Process Advisory Committee,
179012,LT - AS/Ops Improvements 2016,
162278,LT - Brand Positioning 2016,
3733,LT - BSG Support Helpdesk,
45262,LT - Casino Arizona Spec Work,
62434,LT - Client Satisfaction,
176368,LT - CRO Service Line Development,
449280,LT - Eatn.in,
37976,LT - Ed Lane Studios Website,
74552,LT - In-Account Growth,
45827,LT - In-Account Support/Growth Helpdesk,
568593,LT - Internal DEV-B Capacity Tracking,
56544,LT - LaneTerralever (Internal Marketing),
669458,LT - LaneTerralever (Internal Marketing) 2024,
67755,LT - Lou Malnati's RFP~,
168272,LT - LT Sales: Gila River Casino,
56356,LT - Manager's Internal Work,
64258,LT - Needle PR RFP~,
281853,LT - New Project Intake,
101876,LT - Ops Systems Support,
63002,LT - PR - Shea Homes RFP ~,
63029,LT - PR Case Study Development~,
65123,LT - PR New Business Development Outreach~,
64154,LT - PR Speaking Engagements~,
194534,LT - Routine General Ops 2016,
8363,LT - Support of Marketing Helpdesk,
143477,LT - Trout Camp 2016,
63081,LT - WDC Proposal~,
45743,LT - Website Phase 0,
61976,LT - Whale & Dolphin - New Vision~,
218276,LT 2017 Initiative [Road to $20M],
56457,LT Admin~,
318637,LT DEV-CON-OKTARA,
38782,LT Holiday Emails,
493592,LT IAG Support 2022,
594030,LT IAG Support 2023,
657864,LT IAG Support 2024,
378801,LT Internship Project,
341886,LT Open House,
477671,LT Pro-Bono | RAMMS Sports League,
116875,LT Q1 Initiative ] Less Over-Servicing,
519064,LT Recruiting,
434703,LT Sales | 2020,
467470,LT Sales | New Biz 2020,
487323,LT Sales | New Biz 2021,
547624,LT Sales | New Biz 2022,
591699,LT Sales | New Biz 2023,
657563,LT Sales | New Biz 2024,
338307,LT Ventures - Napa/Prisma Work,
296617,LT Ventures - Trade School Grants Website,
348849,LT Ventures AM/PM Time,
235174,LT Workflow Mgmt ('WorkRelease' Pilot Phase),
565663,LT | 10th Anniversary Party,
632211,LT | Dev Maintenance 2023,
633729,LT | LT Rebrand 2023,
56109,LT | LT Sales,
604055,LT | MAGNET Misc 2023,
160156,LT.com Final Episode,
445400,LTV | 2021 LT Ventures Support,
599993,LTV | Cell Ventures Digital Media 2023-2024,
460518,LTV | Cellular Ventures Lead Generation,
356082,LTV | Social SEO,
433253,LUFT | American Student Campaign,SOW_ LaneTerralever & Lufthansa_American Student Pilot Training Campaign
341501,Lufthansa I Direct Mail/Email Project,Lufthansa Integrated Direct Mail & Email Compaign SOW - 08.08.18
307969,Lufthansa | 2018 Non-Billable,
369021,Lufthansa | 2019 Non-Billable,
359645,Lufthansa | 2019 Retainer,Lufthansa - 2019 Retainer - Change Order REVISED SOW - 04.01.19
429011,Lufthansa | 2020 Retainer,
307528,Lufthansa | Flight Instructor Recruitment,
356536,Lufthansa | Influencer Activation,SOW_ LaneTerralever & Lufthansa_Fly8MA Influencer Activation
324032,Lufthansa | May Event,
342691,Lufthansa | Photoshoot Project,
350889,Lufthansa | Q4 Core Marketing,SOW_ LaneTerralever & Lufthansa_Q4 2018 Core Campaign
8717,Lumension Newsletter & Demand Gen Email Templates,
610148,LVMC | Brand Strategy Project,
293406,Lyft - 2018 PR Retainer,SOW_ Lyft 2018 PR Engagement - 2H
379224,Lyft - 2019 PR Retainer,
436578,Lyft - 2020 PR Retainer,
271491,Lyft - Monthly Support Retainer,
256796,LYFT - PR,
644490,MAG | Climate Action Plan Engagement,
464349,MARKON | Creative (NEW),SOW_ Markon Brand Creative - Phase I
518130,MARKON | Ongoing Web Maintenance,
558224,Markon | Update Brand Guidelines,
470361,MARKON | Website,
492700,MARKON | Yield Calculator + Produce Guide Re-skin,
461745,Mask Up AZ | Pro-Bono,
10072,Massage Envy Retainer,
457485,Mat Franco | Creative Concept Development,
471439,Mat Franco | Photoshoot,
332668,MBV | 2018 Influencer,SOW_ LaneTerralever - MBV 2018 Influencer Activations
308558,MBV | Non-Billable 2018,
303055,MBV | Non-Billable Q4 Media Test,
282247,MBV | Q4 Media Test,
90793,MCC - Discovery Phase,
200399,MCC - Transformation Video,
201212,MCC District Transformation Announcement,
561697,McCain Center | Competitive Statecraft Project,
573335,McCain Center | Web Maintenance 2022,
599390,McCain Center | Web Maintenance 2023,
632240,McCain Institute - ScreenHATE Website Migration,
490266,McCain Institute Video,
498501,McCain Institute Website - Archive,
486962,McCain Institute Website Redesign,McCainInstitute_WebsiteRedesign_SOW-21Dec2020.docx
609191,McCain Institute |  Web Maintenance 2023-2024 Retainer,
548009,McCain Institute | Sedona Forum Migration,
570752,McCain Institute | SEO Retainer 2022,
623593,McCain Institute | SEO Retainer 2023,
676839,McCain Institute | Web Maintenance 2024-2025,
503204,McCain Website Maintenance + Site Maintenance,
543862,McCain Website Updates & Maintenance- 2022 T&M,
249000,MCCCD - Pre-Roll Videos,MCCCD B-Roll Video SOW - 05.16.17
658050,MCCDF | EmpowerED Web Page Creation,
661757,MCCF | ADA Scans and Reports Project,
552353,MCCF | Foundation Website,
613090,MCCF | Heroes of Education Event Creative,
569199,MCCF | One-Time Security Setup and Website Maintenance 23/24,MCCF - Security Setup & Website Maintenance Signed SOW
198102,MCCV - Brand,
198589,MCCV - Group Media,
4841,MCP: Counterpane PhoneGap & Desktop,
614188,MCSC | Jury Duty Project,
550330,MCSC | Maricopa Superior Courts Audit,
556814,MCSC | Media Buying,
670441,MCSC | Media Support (Juror Appreciation Week + Mental Health),
607432,MCSC | Mental Health Expo Media,
593973,MCSC | Website Rebuild,Maricopa County Superior Courts - Website Build SOW
369098,Mercury Season 3 - Digital Media,
380305,Mercury Season 3 - Traditional Media,
10722,Mercy Mezona WordPress Build,
269198,Meritage - Austin Direct Mail,
281697,Meritage 2018 RFP,
248686,Meritage Dallas/Ft. Worth Media,Meritage DFW August 2017 Radio SOW - 08.01.17
9664,Meritage Energy Efficiency (Site Adds),
25798,Meritage Legendary,
193992,Meritage Media,
248688,Meritage Raleigh Media,
248687,Meritage San Antonio Media,Meritage San Antonio 2017 Media Buy SOW - 04.14.17
32502,Meritage Server Migration,
145709,MERT - 2016 Focus Groups,
161540,MERT - 2016 Gap Project,
162331,MERT - 2016 Photoshoot,
136227,MERT - 2016 Web Architecture Phase,MeritageHomes - Architecture Phase - Website SOW - 05.06.16
310514,MERT - Belly Bands,
315122,MERT - CA/CO Land Broker Magazine,
166662,MERT - Content Creation,
290905,MERT - Denver Campaign Support,
291708,MERT - DFW Creative Support,
282422,MERT - Digital Media,Meritage Digital Media SOW - 09.27.17
190675,MERT - Direct Mail,Meritage Direct Mail-SOW-11.29.16
250519,MERT - EE Cutaway Phase 2,
60962,MERT - Email Automation / PDF Creation Project ~,
315581,MERT - Health Monitor Extension 2018,
278046,MERT - Health Monitor Study,Meritage Health Monitor Overview SOW - 05.09.17
291274,MERT - Houston Direct Mail,
214582,MERT - Ignore Me,
295090,MERT - M.Connected Phase 1,
17644,MERT - Meritage Automated Email,
9776,MERT - Meritage Helpdesk,
11351,MERT - Meritage Homes Retainer - Pre-AgiLT,
59407,MERT - Meritage Import 5/29/2015 ~,
20303,MERT - Meritage Phillips Builders,
34744,MERT - Meritage Price Sheet,
52023,MERT - Meritage Retainer 2015 ~,
60840,MERT - Meritage website updates ~,
200444,MERT - NON-BILLABLE,
140658,MERT - SALES [Non-billable],
80269,MERT - SEO 2015 ~,
196015,MERT - Testimonial Videos,Meritage Testimonial Video - SOW - 08.23.16
213676,MERT - Web 2017 (replacement proj),
168218,MERT - Web Development & Design 2016,
166836,MERT- 2016 Flex Research,
561880,Meta Financial Group | Logo,
491616,Microblend | Brand Research,
182222,MINS - 2016 Marketing Plan Execution,
88475,MINS - Branding,
163712,MINS - FY 2016 Plan,
104935,MINS - Logo and Branding Refresh - WS1 ~,
108699,MINS - Logo and Branding Refresh - WS2 ~,
91976,MINS - MES Copy Refresh~,
180152,MINS - PHX Business Journal Ad,
138557,MINS - Rebrand Rollout [Phase One] - WS1,
145199,MINS - Rebrand Rollout [Phase One] - WS2,
144458,MINS - Rebrand Rollout [Phase Two],
168126,MINS - SALES,
137146,MINS Website,
1950,Mitchell 20 Video Page,
198576,MMI -  UTI FY16-17,
672880,MMM | 2024 Retainer,
71143,MOBE - Mobelisk Image Issues~,
19287,Mobelisk - Zoho CRM Transfer,
6228,Mobelisk Gen 2.0 Updates,
24555,Mobelisk Support Page,
3078,Mobelisk Website Rebuild,
5632,Mobisquad Website 2013,
456778,MOS | Mosaic451 Brand Strategy,SOW_ LaneTerralever Mosaic451 2020 Brand Strategy_Final_6.30.20
470596,MOS | Mosaic451 Phase 2,
284405,MPEXA - Export Challenge,
520029,MSS | PR Retainer 2021,
474958,MSS | Press Release Writing & Distribution,Mobility Support Solutions Press Release SOW
5525,My Counterpane Desktop App Build,
58597,My Dummy Project~,
284403,Mytek Lead Generation Campaign,SOW_ Mytek - Lead Generation Campaign - LaneTerralever
285981,Mytek Miscellaneous Requests,
267553,Mytek Phase 1 - 3,Mytek Marketing Support Phases 1-3 SOW - 07.12.17
283701,Mytek PR Retainer,Mytek PR Retainer SOW - 10.01.17
286273,Mytek | NON-BILLABLE,
67316,NAC - Native American Connections (NAC) ~,
161565,NASM - Creative Requests,
154277,NASM - Tradeshow Video,NASM Trade Show Video Production SOW - 06.10.16
154318,NASM | Digital Services Retainer | Q3,NASM Digital Services Retainer SOW - 8.31.16
171956,NASM | Editorial Planning | Q3,
165719,NASM | Public Relations | Q3,
154278,NASM | Video Production | Q3,NASM Aug'16 video production - SOW - 09.02.16
351051,National Charity League,
517888,NAU - External Relations Program - Valley Visibility,
531189,NAU Sales Opportunities,
579499,NAU | Earned Media Outreach & Engagement: October '22 - June '23,
579496,NAU | Earned Media Quarterly Reporting: October '22 - June '23,
616058,NAU | FY24 Earned Media Monitoring & Analysis,
616057,NAU | FY24 Earned Media Outreach & Engagement,
616056,NAU | FY24 Health Care Earned Media & Thought Leadership,
576619,NAU | Health Care Earned Media & Thought Leadership - September '22 - June '23,
555712,NAU | Health Care Positioning Initiative,
593488,NAU | Health Care – In Account Growth,
523247,NAU | Media Monitoring + Ongoing Support,
85995,NBAZ - MISC Requests~,
115182,NBAZ - TV Renewals ~,
17928,NB|AZ Consumer/Business Emails and Landing Pages,
269884,NCU - Ad Hoc Outside Scope Requests,
237768,NCU - CAMFT,
289231,NCU - Data & Analytics [One-Time],SOW_ LaneTerralever - Northcentral University _ Data & Analytics Audit & Set-up [One-Time]
289616,NCU - Email Audit & Strategy [One-time],SOW_ LaneTerralever - Northcentral University _ Email Audit & Strategy [One-Time]
235413,NCU - Online Reputation Management - 2017,NCU Online Reputation Management SOW - 03.08.17
253677,NCU - Psychology Program PR,SOW_ NCULaneTerralever - Psychology PR
247879,NCU - Social & Blog - 2017,NCU Social Media and Blog SOW 04.25.17
246512,NCU Non-Billable,
293019,NCU PR - TeacherReady Partnership Announcement,NCU TeacherReady Partnership Announement SOW - 12.18.17
362723,NCU | 2019 Annual Retainer,SOW_ LaneTerralever & Northcentral University - Annual Retainer
296270,NCU | Annual Retainer - 2018,NCU 2018 Annual Retainer SOW - Fully Executed - 01.09.18
280231,NCU | School of Technology PR Support,NCU School of Technology - PR Announcement SOW - 09.15.17
293417,Nestle - 2018 PR Retainer,
375369,Nestle - 2019 PR Retainer,
337180,Nestle - NON-BILLABLE,
284232,Nestle Water - 2017 Ongoing Retainer,
3736,Next Gen Phil - Shopify Site,
3598,Next Gen Philanthropists – Shopify Support,
529328,NextCare - Brand 2022,NextCare_Brand Strategy SOW 10 26 2021 - Fully Executed
456669,NextCare Website Build,NextCare_WebsiteRedesignSOW_7.17.2020 Final[4][1]
641133,NextCare | Ad Hoc Projects 2023,
539218,NextCare | App Development,NextCare_Application Build SOW 02 23 2022 - Fully Executed
589401,NextCare | App+Website Phase 2,NextCare Inc. - Anywhere Mobile App & Website - Phase 2 Features & Functionality SOW
5266,nFocus Solutions Website,
248786,NKK - SmartSwitch Videos,
362436,NKK Non-billable 2019,
124618,NKK Switches - 2016 Retainer,
283449,NKK Switches - 2017 Retainer Project,
290941,NKK Switches - 2018 Retainer Project,
362314,NKK Switches - 2019 Retainer Project,
432220,NKK Switches - 2020 Retainer (Jan-Aug $15k/month),
467964,NKK Switches - 2020/2021 Retainer,
508971,NKK Switches - 2021/2022 Retainer (April-March),
144320,NKK Switches - Non-Billable (2018),
203199,NKK Switches - Search Function,NKK Search Function SOW FullyExecuted - 01.13.17
468669,NKK Switches: Non-Billable,
534129,NKK | FY22 Retainer (April '22 - March '23),
607353,NKK | FY23 Retainer (April '23 - March '24),
671135,NKK | FY24 Retainer (April ’24 – March ’25),
589768,NLCC Blog Retainer '23 Project,SOW 9 Nlcc Blog Retainer
569181,NLCC Social Media 2023,
566698,NLCC Website Maintenance 2022,
587064,Noggin Boss | Black Friday 2022 Campaign,
588188,Noggin Boss | DM Retainer 2023,
205100,Northcentral University,
623279,Novus Place | Campaign Concepting,
633095,Novus Place | Executions Sep 23,
161903,NSTL - Nestle Water PR/Social Engagement,
397498,ODY - OdySea Brand Development,OdySea Brand Strategy Project SOW - 06.28.19
397499,ODY - OdySea Media 2019,OdySea Media Services SOW - 06.21.19
400518,ODY - OdySea PR,
391356,ODY - OdySea Summer Campaign,SOW_ LaneTerralever- OdySea Summer Campaign 2019
51901,OLIV - Monthly Email Send - Single Subject,
47541,OLIV - Oliver - Email Template #1 - Newsletter,
48148,OLIV - Oliver -Email Template #2 - One Subject,
49544,OLIV - Oliver Landing Pages,
72636,OLIV - Seed Treatment Digital Project,
89426,OLIV 2015 Marketing Planning ~,
76858,OLIV-FY2015 Creative Requests ~,
410850,Olivia Test,
198545,ONAZ - Corporate - FY16-17,
256978,ONAZ - HR Web Application,
277327,ONAZ - MOREgage Campaign,
298251,ONAZ | Contingency FY18,
295975,ONAZ | Corporate FY18,
240196,ONAZ | Non-Billable FY18,
501859,One-Off Projects,
284105,OPW - Powerpoint Creative Assistance & Copy Recommendations,
243902,OPW - Public Relations Engagement (2017-2018),
3076,Orange-Sol Web Development,
197009,Org Unification w. CK 2016,
59408,ORGS - Orange-Sol Import 5/29/2015 ~,
20712,ORGS - Orange-Sol Retainer,
58688,ORGS - Orange-Sol ~,
622555,PacBak | 2023 Growth Marketing,
651149,PacBak | 2024 Growth Marketing,
522672,Palms Casino & Resort | Creative + Brand,LT_Palms SOW #2-Brand and Creative-LT Edits 11.19.21
553182,PALMS | Little Palm TV Production,
605693,Palms | Little Palm TV Spot - Promo Tags,
539149,Palms | Meetings and Capacity Holds,
559650,Palms | My Club Serrano Microsite,
609507,Palms | Nightlife Design,
527976,Palms | Palms Website 2021,SOW #1 LT Palms Website Redesign
558821,Palms | Palms Website Maintenance 2022/23,SOW 7 (LT Palms Website Maintenance).docx
548008,Palms | Phase 2,
546755,Palms | Website Hosting 2022,"SOW #3 - LaneTerralever, LLC - Website Hosting"
559719,Palms | Website Phase 3,
3772,Paragon Vision Helpdesk,
5866,Paragon Vision Web Build (Old),
28713,Paragon Vision Website,
534425,Patron 360,
644492,PBC | Creative Support 2023,
650987,PBC | Event Day Videographer and Photographer,
458463,PCA - Ad Hoc Requests 2020,
164578,PCA - Phoenix Community Alliance,
604865,PCA | 40th Anniversary Logo,
201284,PCC - Non-Billable,
56629,PCC - Phoenix Convention Center,
69994,PCC - Phoenix Convention Center Website Maintenance ~,
38665,PCC - Phoenix Convention Center Website Update,
267940,PCH - AZMBC Website,
383916,PCH - Fetal Care Center,
198528,PCH - General,
267950,PCH - MOBAB - On Deck,
245918,PCH - Mother-Baby Landing Page,
252758,PCH - Sales,
383905,PCH - Women's and Children's Pavilion,
490330,PCH Annual Report 2020,
495353,PCH Interim - Prep,
488422,PCH Interim Support - 2021,
626837,PCH Special Project | 40 Under 40,
610969,PCH Special Project | April 2023,
616193,PCH Special Project | Avondale Emergency,
589455,PCH | 2022 Annual Report,PCH - 2022 Annual Report Copy Creation SOW
546545,PCH | 2022 Quality Day Flipbook,
641056,PCH | 2023 Annual Report,
603106,PCH | 2023 PR Retainer,
609259,PCH | 2023 Quality Day Flipbook,
444019,PCH | Annual Report 2019,
642646,PCH | Arrowhead MOD Opening Special Project,
641054,PCH | Arrowhead Window Graphic Special Project,
447747,PCH | Beckers - PR Retainer,SOW_ Phoenix Children's Hospital - 2020 PR - Becker's Event Management
468461,PCH | Call Center Naming,
533847,PCH | Foundation - Miles That Matter Charity Event,PCH Foundation- Miles That Matter Charity Event SOW
449196,PCH | Interim Support,SOW_ Phoenix Children's Hospital - 2020 Interim Public Relations Support
447601,PCH | Newsletter,
533525,PCH | Phoenix Children's 2021 Annual Report,
534663,PCH | PR Retainer 2022,
508191,PCH | Quality Day Flip Book,
649635,PCH | Social Media Support (Nov/Dec 2023),Phoenix Children's Social Media Support 2023 SOW - REVISED
678863,PCH | Social Media Support - May 2024,
505028,PCH | Special Projects,
597773,PCH | Timeline Project,
307656,PCPC Media Buy,
200953,PCSR - Pala Casino Spa & Resort (AOR RETAINER),Pala Casino Spa & Resort 2017 Marketing Agency of Record Sgined SOW 11.01.16
5455,Pearson K-12 Technologies Website,
556608,Persefoni | National TV Buy 2022,
565778,Persefoni | Spotify & PEI,
510559,Personal and Semi-Private Tasks and Stories,
640842,PetSmart Charities | 2023 Holiday / NAW,
659480,PetSmart Charities | 2024 Incremental Work,
650859,PetSmart Charities | FY24 Retainer,
631491,PetSmart Charities | Pet Hunger Awareness Digital Ad,
629031,PetSmart Charities | Pet Hunger Radio Spot,
606505,PetSmart Charities | Social AOR Retainer,
258258,PF Changs | GBD Brand Videos,
283961,PF Changs | Non-Billable,
322145,Phoenix CEO - CFO  Non-Billable Work,
322144,Phoenix CEO - CFO Site Maintenance,
202299,Phoenix CEO-CFO - Website Maintenance,
436686,Phoenix Children's 2020 PR Retainer,SOW_ Phoenix Children's Hospital - 2020 Public Relations Retainer
375264,Phoenix Children's Hospital - 2018 Leapfrog Award,
293425,Phoenix Children's Hospital - 2018 PR Retainer,
379239,Phoenix Children's Hospital - Annual Report,
298347,Phoenix Children's Hospital - Non-Billable,
498376,Phoenix Children's Hospital - West Valley - Arrowhead,
511976,Phoenix Children's Hospital - West Valley - Avondale,
486883,Phoenix Children's Hospital | PR Retainer 2021,Phoenix Children's Hospital - 2021 PR - September - December SOW
344354,Phoenix Children's | Integrated Marketing Campaign,
344254,Phoenix Children's | Integrated Marketing Campaign,SOW_ LaneTerralever [Phoenix Children's Hospital] - Integrated Marketing Campaign
378436,Phoenix Childrens 2019 PR Retainer,
293594,Phoenix Country Club - 2018/2019 Retainer,
309794,Phoenix Country Club - Non-Billable,
262419,Phoenix Mercury - Media Retainer (One-time & Set-up Tasks),Phoenix Suns & Mercury Digital & Traditional Media Retainer SOW - 07.28.17
11287,Phoenix Office Support Requests,
388007,Phoenix Suns & Mercury RFP,
262418,Phoenix Suns - Media Retainer (One-time & Set-up Tasks),Phoenix Suns & Mercury Digital & Traditional Media Retainer SOW - 07.28.17
19397,Physicians Portal,
527466,Pima Medical Institute | Copy Template Writing,
528584,Pima Medical Institute | UX Weekly Sync with UX-C,
515871,Pima Medical Institute | Website Redesign,
598850,PIMA | Ad Hoc Website Development,
92583,PJT - Analytics Audit ~,
92496,PJT - Digital Media Retainer ~,
74353,PJT - Digital Roadmap ~,
88442,PJT - SALES [BRAND] ~,
95591,PJT - SALES [ESTIMATES] ~,
92553,PJT - SEO ~,
103294,PJT - Vehicle Wrap ~,
92679,PJT - Website Transition ~,
4328,PJT Mobile,
5656,PJT: Mobile Site Front-End Development,
531720,Platt College Dev Build,
425791,Plaza Companies,
515110,PMI Website Redesign,Signed PMI Website Redesign SOW
587754,PMI | SEO Audit,PMI SEO Audit SOW Dec 2022
308095,PPAY - Blog Implementation Consulting,
119546,PPAY - Kentico Upgrade and Enhancement,
100837,PPAY - ProPay Tech Support 2015Q4 ~,
136915,PPAY Phase 2 Updates,
171969,PPAY Phase 3 Updates,
227503,PPay- Non-Billable,
562113,Practice,
62946,PREC - Precast PR Project~,
64122,PREC - Rigid Piping Sales Effort~,
560095,Prisma | DokShop Animation Video,
560096,Prisma | DokShop Stock Video,
559621,Prisma | Meet Prisma Video,
539174,Prisma | Prisma National Multimedia Campaign,
586425,Prisma | Prisma Website Maintenance 2023,
652538,Prisma | Prisma Website Maintenance 2024,
677392,Prisma | Video Case Study – the Joint,
534584,Prisma | Website Maintenance Retainer 2022,
512681,Prisma | Website Redesign & Video,Prisma Website Redesign - SOW Fully Executed
357292,PROBLEM PROJECT - KEEP OPEN FOR TargetProcess Testing,
474979,Professional Excellence Planning (PEP),
349405,Project Management Test Project,
348817,PROJECT MANAGERS | Learning Project,
505025,Promontory Book Updates,
519653,Promontory Creative Campaign - 2021,Promontory - Creative Campaign SOW - Signed
433525,Promontory Interview Video,
373949,Promontory: Creative Development,
373940,Promontory: Non-Billable,
58561,PROP - ProPay Warranty~,
8721,PROP - ProPay: Website Development,ProPay Back-End Website Development I SOW - 03.22.17
268203,ProPay - Non-Billable,
264705,ProPay - Technical SEO Engagement,
8028,Propay Eloqua Landing Pages,
230683,ProPay Payments,
381699,Propr Life Spa | 2019 Non-Billable,
381621,Propr Life Spa | Brand Research + Logo Development,
10777,Pulte Mobile CRM App,
373,Pulte: Del Webb Testing,
64112,PXCC - Phoenix Country Club,
284200,PXCC - Phoenix Country Club 2017,
271871,PXCC - S-Class Direct Mailer,
201241,PXCC - Social Media,
51945,QA Content Stories Placeholder,
334383,Ranking AZ - Kickoff Email,
198108,RASU - General (FY16-17),
198733,RASU - Public Relations (FY16-17),
4109,Red Bull Racing Support,
529442,Redemption Church | Brand Architecture,
529440,Rentyl Resorts | Brand Campaign Concepting,
539235,Rentyl Resorts | Business Development Deck,
536622,Rentyl Resorts | Development Deck,
539240,Rentyl Resorts | Print Ads,
544724,Rentyl Resorts | Rescue Production,RR Rescue Production Signed SOW
44895,Republic Service Acquisition Emails,
19872,Republic Services CTB,
19284,Republic Services Website Redesign,
461487,Resolute Commercial Services,
512355,Resolute Commercial Services | 2022 Retainer,
565014,Resolute Commercial Services | 2022-2023 Retainer,Resolute - 2022-2023 Public Relations Support SOW
277220,ReStore  | Non-Billable,
309402,ReStore | 2018 Billable Strategic Support,
297672,ReStore | 2018 Pro-Bono Digital Media,
379542,ReStore | 2019 Pro-Bono Digital Media,
382380,Restore | Billable Project - 2019 - 2020,
432774,ReStore | Pro-Bono Digital Media - 2020,
428611,RH - Ryan House Pro Bono,
512413,Rio - Adult Ed Program - Modalities Video,
513101,Rio - Adult Ed Program - West MEC Partnership Creative Assets,
293606,RIO - Nanotechnology Recruiting Project,
361186,Rio National Main Website Build,Rio Salado - RioNational Website Redesign Fully Executed SOW - 02.21.19
438198,Rio National | 2020 Media Initiatives,
382904,Rio National | In Account Growth - Non-Billable,
397407,Rio National | Website Maintenance,
359900,Rio Salado | Main Sites,
296508,Rio Salado | NON-BILLABLE,
323007,Rio Salado | Program Projects,
356229,"Rio Salado | Rio National (LP, Personas, Photoshoot, etc.)",
360700,Rio Salado | Veteran's Program,
360692,Rio Salado | Veterans,
359899,Rio Salado | Video,
385883,Rio | Media Project,
469695,Rio | Sales,
344314,Risas Dental - Black Friday Commerical,
351770,Risas Dental - Employee Book,
327744,Risas Dental - New Location Commercials,
330208,Risas Dental I NON-BILLABLE,
369431,Risas Dental | 2019 Video Project,
379287,Risas Dental | Aligners Video Project,
308751,RMWL | Brand Strategy,SOW_ LaneTerralever - RMWL Brand Strategy
308448,RMWL | Non-Billable Brand Strategy,
61097,Roadtrip Concept~,
230016,ROB - Logo & Renaming (Viztana),
251685,ROB - Non-Billable,
233747,ROB - Public Relations,
278193,ROB - RR | Phase 1,
428202,Robson: Awareness Campaign,
385989,Robson: Digital Media & Content Management,
418708,Robson: Drone Video,
381141,Robson: Non-Billable,
381146,"Robson: Phase 1 (LP, Email, PR)",SOW_ LaneTerralever - Robson Reserve _ Phase 1
417227,Robson: Pocket Brochure Creation,
404382,Robson: Senior Living Landing Page,
388195,Robson: Video Production,
388687,Robson: Website Build,
112906,RS - Analytics Monitoring ~,
62430,RS - Business Insider Web Content ~,
113824,RS - Campaign Restructuring ~,
79470,RS - CTB ATL Updates ~,
59410,RS - Digital Media Retainer ~,
62222,RS - Electronics Recycling Pilot Program ~,
85434,RS - Google Tracking Audit ~,
62226,RS - Local,
62441,RS - Microsites ~,
62225,RS - Movers Campaign [RS-40: CTB Movers Campaign] (Social Q2) ~,
79465,RS - My Resource Updates ~,
56361,RS - Quarterly Social Advertising Campaigns,
50938,RS - Republic Services Social Advertising,
62402,RS - Residential Email [Content] ~,
86563,RS - Residential Email Content ~,
79474,RS - Residential Product Page Content Updates ~,
59192,RS - RS-34 Local Services Capabilites Module ~,
59083,RS - RS-42 Residential Email [Templates] ~,
60818,RS - RS-42 Residential Email Content ~,
59058,RS - RS-A49 Mountain Movers Campaign ~,
116371,RS - SALES [NONBILLABLE] ~,
62228,RS - SEO ~,
80657,RS - SERP SEO Digital Media Push ~,
62236,RS - Social Advertising - Residential Acquisition (Kalamazoo) ~,
66223,RS - Website Updates~,
62521,RS - YouTube Updates (RS-45) ~,
98459,Sale Pending Delivery Reserve ~,
499935,Sales - 100 Club,
469210,Sales 2020 - Canvas,
469165,Sales 2020 - Catellus,
474814,Sales 2020 - Heard,
477983,Sales 2020 - Ina Levine Jewish Community Campus,
469209,Sales 2020 - PCH,
469211,Sales 2020/2021 - Tucson Airport Authority,
528480,Sales 2021 - Catellus,
486598,Sales 2021 | UTI,
550269,Sales | SCU,
59412,Sam Gary Jr. Website Project Import 5/29/2015~,
645517,San Manuel Commons Phase 2,
645518,San Manuel Commons Phase 3,San Manuel Commons SOW 3- MAR.docx
645519,San Manuel Commons Phase 4,
522938,San Manuel Design Overflow - Creative and Design (2022),
522937,San Manuel Design Overflow - Production,
652298,San Manuel Recruitment Jan-Jun 2024,
518246,San Manuel Website Maintenance,
534329,San Manuel Website Maintenance- 2022,
637813,San Manuel | Base Maintenance 23/24,
512692,San Manuel | Casino Website 2021/22,
555473,San Manuel | Collection 86 Concepting,
634178,San Manuel | Commons Phase 1 Concepting,
657966,San Manuel | Creative Overflow Retainer 2024,
632289,San Manuel | Creative Overflow September-December 2023,
644521,San Manuel | Instagram Management (23/24),
644520,San Manuel | Recruitment Blog Retainer (23/24),
581358,San Manuel | Recruitment Campaign,
632486,San Manuel | Recruitment Ongoing Digital Media (Sep-Dec),
613913,San Manuel | SoCal to Las Vegas Campaign,
652327,San Manuel | TGO Digital Media Campaign (March-July),
522509,San Manuel- Club Serrano Design+HTML,
522371,San Manuel- Club Serrano Email Design & Coding,
522369,San Manuel- MyClubSerrano.com Drupal Build,
525661,San Manuel-Yaamava- Hotel Booking Experience for Club Serrano Members,
101495,SB - Marketing Plan,
74618,SBCO - 2015 Marketing Planning Effort~,
81172,SBCO - Branding Effort~,
88823,SBCO Brochure Project~,
568289,SCC | 2022 Ad Hoc Projects,
479599,SCC | Spring 2021 Enrollment Campaign,
444473,Schwab Cup | 2020 Media,
400028,Schwab Cup | Media,
417416,SciTech 2019-2020,
479561,SciTech 2020-2021,
455896,Scottsdale CC - May & June 2020 Social Media Support,
536420,SCU | AS Microsite Updates,
514057,SCU | FY22 Retainer,
575962,SCU | SCU Dev Work 2022,
607472,SCU | SCU Dev Work 2023,
676277,SCU | SCU Dev Work 2024,
654096,SCU | Trustpilot Implementation,
414473,SCUHS | 2019 Monthly Website Maintenance,
413383,SCUHS | 2019/2020 Retainer,Southern California Universiyt of Health Sciences FY19-FY20 Retainer SOW - 09.04.19
