project_num,project_name,SowKey
666263,Catellus | Novus ASU Website Refresh,
425892,Catellus | Novus Place Branding,Catellus Novus Place Campaign Executions SOW
563145,Catellus | Residential and Entertainment Creative Concepting,
630180,Catellus | Retainer 23/24,
464784,Catellus | Ryan Video Shoot/Production,
493412,Catellus | SEO,
569631,Catellus | SEO 2022 & 2023,
578999,Catellus | Social Media Consulting,
444438,Catellus | Video Shoot,
613092,Catellus | Website Maintenance 23/24,
671639,Catellus | Website Maintenance 24/25,
425893,Catellus | Website Re-Design 2020,SOW_ LaneTerraleverCatellus Website Build
356228,Catellus |Nov 6 Mixer,
384410,CAZCA - CAZCA Website Redesign,SOW_ LaneTerralever_CAZCA_ Website Redesign Project
652592,CAZCA | DEV Quarterly Maintenance 2023/2024,
607937,CAZCA | Website Updates 2023,
2425,CBS Interactive Board,
2856,CEA Landing Page Development,
3973,CEA Maintenance Requests,
433245,CEA Study Abroad | Higher Funnel Nurture Campaign,SOW_ CEA Study Abroad Student Nurture Strategy
2971,CEA Website Redesign,
11128,Celerion,
582258,CELL | Awareness Campaign,The CELL Awareness Campaign Signed SOW - 12.20.22
548768,CGK | Center for Generational Kinetics Website Redesign,CGK - Website SOW - 2022.04.20 revision - Executed
575963,CGK | CGK Web Maintenance Retainer 2022-2023,CGK_WebsiteMaintenance_SOW-2022 9.12.22-Signed.docx 
180158,Chanen - Digital Marketing,
503849,Channel Master Retainer,
323742,Charles Schwab Cup,
323754,Charles Schwab: Non-Billable Work,
38620,Chinese Content Loading,
525267,Chiro One Content Engagement,
271919,Christa's Test Project,
19285,Cisco Marketplace Concepts,
532018,Citizenserve - SEO+DM One-Time,
532020,Citizenserve - SEO+DM Ongoing,
654561,Citizenserve | 2024 Retainer,
590260,Citizenserve | DM + SEO 2023,
558715,Citizenserve | GA4 Implementation,
595094,Citizenserve | Logo Build,
587746,Citizenserve | Nurture Campaign,
645462,Citizenserve | Website Project,
599407,ClearVoice | Website Maintenance 2023,
662137,ClearVoice | Website Maintenance 2024,
562908,ClearVoice | Website Redesign,
84232,Client Review Meeting Week 2,
356428,Cloned at 2018-11-02 - 17:30 - TEMPLATE: Leadership Initiative (1 Month),
356442,Cloned at 2018-11-03 - 00:38 - TEMPLATE: Leadership Initiative (3-month),
356444,Cloned at 2018-11-03 - 00:48 - TEMPLATE: Leadership Initiative (3-month),
357275,Cloned at 2018-11-06 - 22:26 - TEMPLATE: Leadership Initiative (3-month),
56642,CLOSED-DoNotUse_GORE BIC Import 5/22/2015~,
56573,CLOSED-DoNotUse_GORE-TEX Digital Publication Import 5/22/2015~,
56608,CLOSED-DoNotUse_GORE-TEX Email Strategy Import 5/22/2015~,
56636,CLOSED-DoNotUse_GORE-TEX Social Retainer Import 5/22/2015~,
56633,CLOSED-DoNotUse_Gore_Data & Analytics Retainer Import 5/22/2014~,
56626,CLOSED-DoNotUse_Mountain Sports Media Import 5/22/2015~,
137674,CLOSED: CABM - Self Install Kit,
400544,Clovr | Apple Valley Billboard Truck,
385548,Clovr | Brand Development Phase 2,Clover Life Spa Brand Development Phase 2 SOW - 04.18.19
393512,Clovr | Brand Video Production,Clover Life Spa Brand Video SOW - 05.21.19
390276,Clovr | Creative Deliverables,
404943,Clovr | Franchise Brochure (For Website),
405653,CLOVR | Franchise Toolkits,
388058,Clovr | Grand Opening Campaign,SOW_ LaneTerralever - 2019 CLOVR Life Spa Creative - Grand Opening
438625,CLOVR | Photoshoot,
437348,CLOVR | PR/Social Retainer,SOW_ LaneTerralever- CLOVR Life Spa PR Retainer - 2019
419932,CLOVR | Social Media Set-Up,Clover Life Spa - Social Media Set Up SOW - 08.30.19
390326,Clovr | Traditional + Digital Media Setup + Management,Clover Life Spa - Social Media Set-Up & Management SOW - 08.21.19
385707,Clovr | Website Build + Social Setup,SOW_ LaneTerralever- CLOVR Life Spa Website Design May-June 2019
405619,Clovr | Website Phase 2,
672987,Cocopah Business System,
593356,Cocopah Mailing Database Project Phase 1,
645648,Cocopah Monthly Creative Retainer 23-24,
602908,Cocopah Photoshoot 2023,Cocopah Photoshoot - LT Services - SOW - Fully Executed
679341,Cocopah | 2024 TV & Radio Concepting,
616015,Cocopah | 30th Anniversary Logo,
589406,Cocopah | Ad Hoc Website 2022/23,
632221,Cocopah | Bridget's Gift,
608053,Cocopah | Card Naming & Designs,Cocopah Card Designs SOW
638817,Cocopah | Database Program Creation,Cocopah Program Creation & Database Management SOW
593743,Cocopah | In Casino Signage,Cocopah In-Casino Signage SOW - REV 2.21
638820,Cocopah | Mail & Portal Database Management,Cocopah Mailing Database Management SOW (1)
579833,Cocopah | Monthly Creative Retainer- December 2022,
586158,Cocopah | Monthly Creative Retainer- Jan - Feb 2023,
586162,Cocopah | Monthly Creative Retainer- June+July+August 2023,
586160,Cocopah | Monthly Creative Retainer- March+April+May 2023,
586163,Cocopah | Monthly Creative Retainer- Sep+Oct+Nov 2023,
579834,Cocopah | One-Time Campaign Strategy and Setup,
638819,Cocopah | One-Time Player Portal Database Management (JUL-SEP),
597819,Cocopah | Ongoing Database Management,
593738,Cocopah | Player Portal,Cocopah Website & Player Portal SOW
668461,Cocopah | Player Portal Phase 2,
589372,Cocopah | Postcard Change Order,
608059,Cocopah | Restaurant & Bar Logos,Cocopah Restaurant & Bar Logos SOW
662818,Cocopah | Social Media 2024,
595981,Cocopah | Social Media 23,Cocopah Social Media Retainer 2023 SOW - fully executed 2.1.23
593792,Cocopah | Swag 2023,Cocopah  2023 Swag SOW
593736,Cocopah | Website 2023,
603443,Cocopah | Website Maintenance 2023,
661264,Cocopah | Website Maintenance 24/25 (March-Feb),
589769,Cocopah | Website Migration,
679230,Cocopah | Wild River Ad Hoc Project,
629226,Cocopah | Winter Visitor Postcard - Aug 2023,
592195,Collection 86 Mini Video,
592194,Collection 86 Photoshoot,
575021,College of Mainland | Customer Journey Map,
73742,Colorado Succeeds ~,
530778,Common Bond Development Group | Website Redesign,Common Bond Website Redesign - Fully executed SOW
570042,Consolidated Water | Branding 2022,
3132,Covidien,
198523,CRYS - General,
655490,CSQ | CC Dedicated Email,
45575,CT - Cranial Tech - Unbounce Landing Pages,
56549,CT - Cranial Tech - Website Content ~,
75734,CT - Customer Journey Map [Onsite Meeting] ~,
83050,CT - NEW BUSINESS ~,
70060,CT - PPC Campaign ~,
56542,CTSI - Conquest Import 5/22/2015~,
27827,CTSI - Conquest Systems Website,
654219,CUSA | December 2023 OOH,
503281,CVO | Branding and Creative,
531368,CVO | Connected Vehicle Optimization SMS - New 2021,
474896,CVO | Connected Vehicle Optimization SMS - Old,
474895,CVO | Connected Vehicle Optimization Website,
6205,CVS iSave Facebook tab,
6382,CVS iSave Landing Pages,
7027,CVSiSave Dot Com,
668917,DAC | May 2024 Webinar,
536378,Damonte Ranch | Creative Production,
552180,Damonte Ranch | Landing Page,
560910,Damonte Ranch | Summer Shoot and Perry,
265493,DAR - Website Updates,
226104,DAR | Marketing Retainer,
260280,DAR | Non-Billable Marketing Retainer,
349439,DBG - Ongoing Website Maintenance,Desert Botanical Garden - Ongoing Website Maintenance SOW - 12.05.18
348607,DBG - Phase II Web Edits,SOW_ Desert Botanical Garden  LaneTerralever_ Phase II Website Updates
322647,DBG - Technical Consulting,SOW_ LaneTerralever Desert Botanical Garden_ Technology Consulting
668370,DBG | 2024 Ad-Hoc Website Requests,
664087,DBG | 2024 Retainer Phase I - Brand Research and Discovery,
666019,DBG | 2024 Website Updates,
508909,DBG | Ad Words Campaign (May-Sept 2021),
499976,DBG | Ad-Hoc Project,
546659,DBG | Ad-Hoc Project 2022 & 2023,
585266,DBG | DM Management 2022-2023,
356204,DBG | Double the Donation,
418063,DBG | FY20 Ongoing Website Maintenance,Desert Botanical Garden - 2019 Ongoing Web Maintenance SOW - 09.06.19
418060,DBG | FY20 SEO and GG Management,SOW_ LTDBG 20192020 Ongoing SEO and Google Grant Digital Media Management
569498,DBG | GA4 Transition,DBG _ GA4 Setup SOW - Fully executed
492818,DBG | Google Ad Words 2021,
383190,DBG | HTML Email Signature,
489750,DBG | In-Account Growth,
310043,DBG | Non-Billable,
618079,DBG | SEO and UX,
355040,DBG | SEO/Google Grant Management,Desert Botanical Garden - SEO Optimizations and Google Grant Digital Media Management SOW - 10.22.18
442130,DBG | Spaces of Opportunity,SOW_ LaneTerralever_DBG_ Spaces Of Opportunity Website Build
506537,DBG | Spanish Translation,DBG _ Spanish Website Translation SOW.docx (3)
569133,DBG | Ticketure Transition,
310044,DBG | Website Redesign Project,Desert Botanical Garden - Website Redesign Project SOW - 02.28.18
568876,DCDF | Website Design/Retainer + Brand Strategy,
520034,DCS | App Sprint Zero,
509882,DCS | Chafee,
494358,DCS | Contractor Recruitment,
468149,DCS | Lead to Licensure,
467036,DCS | Office of Prevention 2020-2021,
496092,DCS | Office of Prevention 2021,
509612,DCS | Prevention | Father's Campaign,
506905,DCS | Sales,
406140,DDC - Pique Phase,
401815,DDC - Pre-Opening,
359230,DDC: 2019 Retainer,
429520,DDC: 2020 Retainer,
436481,DDC: Alexa Voice Bot (2020),
483476,DDC: Alexa Voice Bot (2021),
426831,DDC: Brand Book Creation,
422323,DDC: Brand Campaign Creation,
382438,DDC: Brand Development,
345991,DDC: Capacity & EV Forecasting,
417539,DDC: Hiring Recruitment Media,
446678,DDC: Jackpot Valley Morning Show TV (Re-Opening Spots #2 + #3),
365780,DDC: Media (2019),
430474,DDC: Media (2020 & 2021),
468495,DDC: Non-billable,
369627,DDC: One-off Asks,
393728,DDC: Pre-Opening Campaign (Creative),
410946,DDC: Pre-Opening Campaign (Media),
343089,DDC: Video Work,
428025,DDC: Website RFP Creation,
443203,DDC: Website RFP Execution,
475774,DEI Committee,
534354,Delete Project,
611660,Denova - Retainer 2023,DeNova - Rolling Priorities Retainer - Executed SOW
610703,Denova | Brand Development,DeNova - Pre-Launch Brand Development - Executed SOW
622741,Denova | Collateral Rebrand,
623592,Denova | Signage Rebrand,
623588,Denova | Website Refresh 2023,
423135,DEPCOM Power - Web Development Work - Ad-Hoc,DEPCOM Power - Web Development - Ad-Hoc SOW - 10.03.19
401579,DEPCOM Website Updates,
528331,DEPCOM | Ad-hoc projects,
512682,DEPCOM | Email Template,
513300,DEPCOM | Recruitment Video,
328678,Desert Diamond: 2018 Retainer,
328679,Desert Diamond: NON-BILLABLE,
341681,Desert Diamond: Signage Creation,
309012,DEV-C Adnan - SFSW,
322474,DEV-C Adnan: ShamrockExpo,
322475,DEV-C Adnan: ShamrockFoods,
323195,DEV-C Curtis UTI Navigation,
323454,DEV-C Misc,
322473,DEV-C: Shamrock-FOB,
319471,DEV-CON Adnan - DBG,
320001,DEV-CON Adnan - Greenlight,
319466,DEV-CON Adnan - NKK Switches,
319468,DEV-CON Adnan - Rio Salado,
319470,DEV-CON Adnan - Thunderbird,
319464,DEV-CON Adnan - UTI,
320713,DEV-CON Adnan - UTI Assessment,
678221,DHL | Email Workshop,
67824,DO NOT EUSEVACI - Valley Retainer,
555854,DO NOT USE Footprint | Employee HR Brand Campaign,
8477,DOCS - TheDoctorsTV.com Build,
498553,Dodge City,
558563,Dodge City | FY23 Digital Media,
629838,Dodge City | FY24 Digital Media,
197943,DOG - Dogtopia Presentation Deck,
677576,Dogtopia | App Development,
547777,Dogtopia | Media - 2022,
520925,Dogtopia | OTT Test,
469413,Downtown Phoenix Inc.,
618118,DreamBuilder Website Program Updates 2023,
549439,DreamBuilder Website Rebuild,
532019,Dreambuilder Website Updates,
25250,Dreambuilder.org,
588735,Drees | 95th Anniversary Animated Banners,Drees_LT_SOW_95thAnnRebrand_072822_Executed
587153,Drees | Drees Brand Video,
584997,Drees | Holiday Home Sale,
584494,Drees | Holiday Home Sale Incentive Banners,
411389,DRL - 2019 Chase Field Event,
381018,DT | 2019 Media Buying,
290257,Duke's Trucking,
224915,Dummy OPSDB Project,
234673,Dummy Project,
283448,Dummy Project (Backoffice),
224921,Dummy Project (OPSDB),
50512,Dummy Project DTF #2~,
521968,DWH | David Weekley Homes Project,
630876,DWH | Website User Testing with C&C,
21051,Early Warning Website,
662682,EB | Superior Fence & Rail Brand Research,
444421,El Dorado | REV Branding,SOW_ LaneTerralever El Dorado 2020 Brand Strategy
495789,Elisity - Video Concepting,
587569,Elisity | ABM,Elisity ABM SOW 2022-2023
487084,Elisity | Brand Refresh,
515365,Elisity | Ongoing Dev Support,Elisity Web Dev SOW 2022-2023
500005,Elisity | Social and Templates,
571899,Elisity | Web Maintenance Retainer - 2022-2023,Elisity_WebsiteMaintenance_SOW-28June2021.docx (1)2192 copy
613101,Elite Roofing Supply | One Time PR Project,
400597,Empire Cat: Script Concepting & Creation,Empire Cat Video Script Concept & Creation SOW - 06.27.19
451881,Encora | Phase 2,
439933,Encora | Rebrand & Rollout Strategy Project,
607003,Enyrgy | Enyrgy Product Launch,
4247,ET Interactive Ballot,
4398,ET Phase 2,
383275,"Evaluating ""Agile Opportunity Packages""",
42,F1 - Fanzone,
56,F1 - RBR 2012 Refresh,
55,F1 - STR 2012 Refresh,
32919,Fake Training Project,
534416,"FCF | Fighter Country Foundation 2022, 2023, 2024",
65613,FCP - Fighter Country Partnership,
413355,FCP | Fighter Country Partnership 2019-2020,
488386,FCP | Fighter Country Partnership 2021,
262975,FF - Fulton Fish | Non-Billable,
465818,FI | Website & Logo Refinement,
32349,First Solar - Arabic Conversion,
34215,First Solar - Navigation Changes,
10507,First Solar DotCom Build,
26727,First Solar E-Cat Tool,
38817,First Solar Hybrid Calculator,
43220,First Solar Maintenance Requests,
39494,First Solar Product Page,
555951,First Solar | Ad Hoc 2022,
412959,First Solar | Brand Campaign - 2019,First Solar - 2019 Brand Awareness Campaign SOW - 08.19.9
450618,First Solar | Phase 2 Brand / Media,
438368,First Solar | Social Media & Analytics Workshop,SOW_ LaneTerralever _ First Solar - Social Analytics Workshop
24944,Foot Innovate - Maintenance Retainer,
20470,Foot Innovate - Time Zone and Favored Content,
21747,Foot Innovate - Traffic Report Update,
11289,Foot Innovate CME updates,
8771,Foot Innovate Website Templates,
568357,Footprint | Employee HR Rebrand Campaign,
581413,Four Peaks | Rolling Priorities Retainer,
645448,Four Peaks | Rolling Priorities Retainer 2024,
10308,FRC - Blog,
16957,FRC - Email Sign-Up Landing Page,
17263,FRC - Flowerchild Microsite,
4090,FRC - Online Reservation Form,
10665,FRC - Paid Media,
3924,FRC - Phase 1,
3946,FRC - Phase 2,
14043,FRC - Private Dining Page,
20536,FRC - TFK High Five For Five Email Development,
12141,FRC - Website Maintenance,
11378,FRC Email Deployment,
559534,FRN | Paid Social DM,
323789,FS | Fresh Start FY19 (RETAINER),Fresh Start Womens Foundation FY19 Marketing Promotion SOW - 05.29.18
328054,FS | Non-Billable FY19,
60966,FSD - First Solar eCAT Portal~,
68498,FSD - First Solar Retainer - July - Dec (2015 ),
59404,FSD - First Solar Retainer 6/30~,
76471,FSD - SALES,
121633,FSD - Series 5 Brochure and Data Sheet,
104695,FSD - Sitecore 8 Upgrade,
116218,FSD- Customer Journey Mapping,
622528,FST | 2023-24 Fiesta Bowl Season,
633020,FST | Fiesta Bowl Season NON-BILLABLE TRADE 2023-2024,
264356,Fulton Fish - Technical SEO Quick Fixes,Fulto Fish - Technical SEO Implimentation -SOW - 06.27.17
544792,Gatsby 2022 SEO,Gatsby Signed 2022 SOW
500459,Gatsby Investment SEO,
574638,Gatsby | GA4 Setup,
592725,Gatsby | SEO 2023,Gatsby Investment _ 2023 SEO SOW_LT.docx
633943,Gatsby | UX Work - Phase 1,
486950,GCRP (Thunderbird) | Website and Logo Refresh,
286193,GE - AOR Project,
323080,GE - Corporate Website,
296170,GE - NON-BILLABLE,
338754,GE - True Rewards Website,
322260,GE | AOR #2,
348912,GE | AOR #3 (Oct 2018-),
343051,GE | I CARE,
432182,GE | Iconic & Video Work (Part of AOR #3),
349010,GE | Media - Social Media Retainer,
340938,GE | Media - Traditional and Digital,
405524,GE | STRAT - Q1 Renovation Photography,
386676,GE | True Rewards TV & Radio Production,
198117,General - UTI FY16-17,
568650,Gersh Autism | PR Media Brief and PR Media Training,
581081,Gersh Communications Support,
359949,GLA - Digital & Traditional Media (2019),
263428,GLA - Non-Billable,
297470,GLA - Phase 2 Kickoff (2018),
293481,Goodyear Blimp and Corporate Retainer - 2018,
361413,Goodyear Blimp and Corporate Retainer - 2019,SOW_ LaneTerralever [2019 The Goodyear Tire and Rubber Company Retainer]
38426,Goodyear Blog,
343772,Goodyear | Non-Billable,
44048,GORE - [Gore BIC FY16] #RTM OfferPop Campaign Landing Page,
47061,GORE - [Gore BIC FY16] Cross-Pollination CTAs,
44981,GORE - [Gore BIC FY16] Digital Publication,
44119,GORE - [Gore BIC FY16] Email Development,
67524,GORE - Account Services ~,
260211,GORE - AD HOC PROJECTS,
106616,GORE - BIC_ FY17_Digital Pub Issue & Assets ~,
68985,GORE - BIC_Client Satisfaction_WO#7 ~,
64171,GORE - BIC_Digital Paid Media_WO#4 ~,
68981,GORE - BIC_Digital Publication Issues & Assets_WO#7 ~,
68983,GORE - BIC_ETD Microsite_WO#7 ~,
68982,GORE - BIC_Hashtag Campaigns_WO#7 ~,
68980,GORE - BIC_Native Digital Media Assets_WO#7 ~,
64172,GORE - BIC_Print Paid Media_WO#5 ~,
64173,GORE - BIC_Print Production_WO#6 ~,
68984,GORE - BIC_Reporting & Insights_WO#7 ~,
64176,GORE - Data/Analytics Retainer [FY16] ~,
64174,GORE - Digital Production_Dont use_WO#7 ~,
64531,GORE - Email Retainer [FY16] ~,
64530,GORE - Email Strategy [FY16] ~,
54916,GORE - Gore Digital Publication - June,
40974,GORE - Gore Microsite Updates,
56372,GORE - GTX BIC FY16 Email Strategy for Four Modules,
56291,GORE - GTX FY16 Social Retainer,
51156,GORE - GTX_Social Retainer_FY16 Blog,
64177,GORE - Mountain Sports Retainer [FY16] ~,
202394,GORE - NON–BILLABLE,
50439,GORE - Phase 2 Digital Publication,
67296,GORE - SALES,
64175,GORE - Social Retainer [FY16] ~,
100038,GORE - Social Retainer [FY17],
201873,GORE Data Pull - 2 Years [Digital & Print],
49307,Gore SURROUND Landing Page,
102457,GORE- Social - Jackson Hole's 50th Anniversary Campaign ~,
20465,Gore-14: GORE-TEX® Responsive Web Design [GTX RWD],
26653,Gore-26: BIC Microsite Project,
41601,GORE-81- Gore Microsite Video Links,
24141,GORE-TEX EMAIL TEMPLATES,
29568,GORE-TEX® BIC Email,
160186,GORE-TEX® Brand SEO,
23713,GORE-TEX® Email Template,
41803,GORE-TEX® Thank You Email Sweeps Audience,
125904,GORE_BIC_FY17 BREATHE CAMPAIGN ~,
125606,GORE_BIC_FY17_Print Media ~,
125602,GORE_BIC_FY17_Reporting & Insights ~,
125603,GORE_BIC_FY17_SURROUND Media Assets,
123487,GORE_BIC_FY17_SURROUND MICROSITE BUILD,
237445,GORE_Elixir Strings,
134997,GORE_FY17_Email Marketing,
125605,GORE_FY17_Wave 1_Media Services,
127374,GORE_FY17_Wave 1_Production,
146307,GORE_FY17_Wave 2,
289976,GORE_FY18 Q1,
243565,GORE_FY18_Running,
223669,GORE_FY18_Tier 1 (FY17 Q2 - Q4),Gore Tier 1 2017 Q2-Q4 Production Work SOWs and Media Authorizations - 05.24.17
240022,GORE_FY18_Tier 2,
153452,GORE_HyperAir Campaign,
310757,GORE_Misc. 2018 One-Off Media Placements,
145476,GORE_Running Campaign,
154375,GORE_Thermium Campaign,
153450,GORE_TNF Endurance Challenge,
208386,GORE_Wave1_Carryover,
12565,GPEC,
31626,GPEC - Maricopa Microsite,
169156,GPL - Greater Phoenix Leadership,
518258,GPL | 2021,
461755,GPL | Branded Communications,
467934,Grass America: App Rebuild,SOW - Grass America - Tiomos Mobile App Fully Executed
469070,Grass America: Non-Billable,
285402,Greenlight - One-Off Requests,
263082,Greenlight - Spokane Pilot,Green Light - Spokane Pilot SOW - 07.19.17
671996,Grenadier Homes | 2024 New Website Build,
649248,Grenadier Homes | Growth Marketing Retainer 2023-24,Grenadier Homes _ Growth Marketing Retainer -  SOW
652351,Grenadier Homes | Website Maintenance 2023-24,
612045,Grizzly | Growth Marketing 2023,
162605,GTX - Gore Medical Email Template,
48632,GTX Digital Publciation Brand Style,
41867,GTX Email for GET tour,
76872,GTX FY17 Planning ~,
115668,GTX FY17 Production ~,
39518,GTX Rules page,
41745,GTX: BIC Thank you Email- Sweeps,
72177,GTX_EU Emails ~,
117740,GTX_FY17_Email Planning~,
63662,GYT - Goodyear Blimp/Corp - 2015~,
111601,GYT - Goodyear Blimp/Corp - 2016,
218258,GYT - Goodyear Blimp/Corp - 2017,
59405,GYT - Goodyear Retail~,
204291,Habitat for Humanity - ReStore (2017),
468138,Habitat ReStore Sales 2020,
585854,HCA | Naming Validation,
449985,Heard Museum  | DM Retainer 2020,
525882,Heard Museum | FY22 DM Retainer,SOW_LT Heard Museum_FY22 & FY23 Digital Media Retainer
592310,Heard Museum | FY23 Ad-Hoc Requests,
579860,Heard Museum | FY23 DM Retainer,SOW_LT Heard Museum_FY22 & FY23 Digital Media Retainer
672838,Heard Museum | FY24 Ad Hoc Requests,
639352,Heard Museum | FY24 Digital Media Retainer,
554068,Heard Museum | In-Account Growth,
579709,Heard Museum | SoS Banner,
569034,Heard Museum | SoS Focus Group,
557559,Heard Museum | Traditional Media 2022,
545371,Heard Museum | Website Maintenance,
449983,Heard Museum | Website Redesign,
479485,Heard PR | Leon Polk Exhibition,
561122,Helm | Ford Accessories Content Retainer,
642941,Helm | Jeep Q4,
541035,Helm | NRA E-Commerce Growth Marketing Retainer,
604420,Helm | Stellantis Brands,Helm Stellantis SOW - 3.20.23
514174,HH | Brand Campaign Media,
508014,HH | Day 1 Stats + Thank You Video,
498554,HH | Initial Honor Above All Launch,
520820,HHF | Grateful Patient Program Campaign,
520821,HHF | Heart and Vascular Campaign,
525672,HHF | Honor Ball,
667157,High Ground | MEF & EDU Videos,
632218,High Ground | Retainer 2023-2024,
587394,HomeSmart | Full Site Design,
562107,HomeSmart | Microsite Build,
4388,Honeywell Aero dot.com,
19052,Honeywell Amelia Project,
12862,Honeywell APU App Prototype,
14169,Honeywell Compendium,
9929,Honeywell Satcom App,
5307,Honeywell Value Calc,
509266,Honor Health Hospital Week,
506107,Honor Health NSI,
511086,Honor Health | Brand Campaign,
142063,HPS Homepage Update,
115278,HPS Payment Process ~,
115276,HPS SALES,
115277,HPS Style Guide,
98633,HS - My School Bucks App ~,
98441,HWC - Internal Communications Project ~,
162071,HWIA - Accubar Video,
80039,HWIA - ATR Aviation Week Banners ~,
60963,HWIA - Honeywell Aero PPC ~,
29668,HWIA - Honeywell Aero SEO Updates,
7150,HWIA - Honeywell DotCom Build,
21347,HWIA - Honeywell Energy Efficiency Landing Page,
16281,HWIA - Honeywell Enhancement Support Retainer,
59406,HWIA - Honeywell Import 5/29/2015 ~,
20725,HWIA - Honeywell MarCom Dashboard Build,
62658,HWIA - Honeywell Persona Project ~,
44719,HWIA - Honeywell Pilot Advertising Integration ~,
20131,HWIA - Honeywell Pilot Portal App,
59193,HWIA - Lead Accelerator Banners and Landing Pages ~,
91054,HWIA - Misc Projects ~,
292304,iCommand | Non-Billable,
290892,iCommand | Shareholder Presentation Development,
655492,ICUC | CC Social Pros Sponsorship,
467442,Ina Jewish Community Campus,Ina Levine Jewish Community Campus SOW 2020
493637,Ina Levine Jewish Community Campus | Signage,
711,IndyCar Website Build - Q2 2012,
90097,INSP - Inspirato 2016/2017,
59409,INSP - Inspirato Import 5/29/2015 ~,
62725,INSP - Inspirato Magazine - Winter 2016 (Printed) Issue,
41098,INSP - Inspirato Magazine ~,Inspirato Magazine SOW (Revised-Final 5.19.15)
126608,INSP - SALES/NEW BUSINESS,
78225,INSP - Spring 2016 (Printed) Magazine ~,
124503,INSP - Summer 2016 (Digital) Issue,
66771,INSP - Winter 2016 (Digital) Magazine ~,
66742,INSP - Winter 2016 (Printed) Magazine ~,
90098,INSP Summer 2016 (Digital) Issue ~,
78231,INSP- Spring 2016 (Digital) Inspirato Magazine ~,
284011,Inspirato - Spring 2018 Issue,
342894,Inspirato Spring 2019 Issue,
14614,Inspirato Spring Digital Issue,
22273,Inspirato Summer Digital Issues,
79964,IPC - Public Relations Services ~,
115011,ISAG - [SALES] Isagenix planning and non-billable,
175391,ISAG - Isagenix e-commerce,
17887,ISAG - Isagenix website,Isagenix Website Redesign SOW - 03.16.16
147024,ISAG - Isagenix Website Development,Isagenix Website Develolpment SOW - 08.15.16
204229,ISAG - Product Photography,Isagenix Product Photography Photoshoot SOW - 02.06.17
521490,Islas Del Mar | Open House Event,
479545,Islas Del Mar | PR Support,
534582,Islas Del Mar | PR Support 2022,
675315,Isleta 2024 Website,
639388,Isleta | Website Redesign,
344284,Issues Management Client,
65418,JACK - Jacksons~,
59393,JDA - Import 5/29/2015 ~,
39126,JDA - Software Website,
1,Jen Test Project,
380275,Jevan Capital Bio Writing,
356176,Jevan Capital Logo Design,
359804,Jevan Capital Non-Billable,
347155,Jevan Capital Website Build,SOW_ Jevan Capital - Website Redesign & Development
482172,Jevan Capital | Video,
487577,Jevan Capital | Website Updates,
113642,JF Test 2,
111790,JF Test HelpDesk Project,
134553,JF Test Request Project 2,
661907,K12 Coalition | Web Maintenance 2024,
583502,K12 Content Hub,
609424,K12 Hub | Content Migration from Advancement Courses,
492938,K12 | Career Quiz Lead From,
455463,K12 | Career Solutions Finder,
428647,K12 | Destinations Career Academy Lead Generation,SOW_ LaneTerralever _ K12 Inc Lead Generation Campaign
454910,K12 | Direct Mail Project,SOW_ LaneTerralever _ K12 Inc Direct Mail
469991,K12 | Learning Coaches,
467580,K12 | Sales - 2020,
661156,Karbach Brewing | Brand Discovery & Development,
392202,KEAR - Video Project,
421307,Kefiplant PR and Influencer Marketing,SOW_ LaneTerralever Kefiplant PR and Influencer Marketing-2019
387095,Kefiplant Project,
456865,Kefiplant | Sales,
438430,Kefiplant | Tradeshow Booth Design,
671706,Kitchell | PR Support - 2024,
1515,Knight Mobile App,
670541,Koala Insulation | Brand Research,
447814,Kolbe Con Logo Development,
483921,Landmark - Alcohol Silo Buildout,
479713,Landmark - Brand Research,
457232,Landmark - Branding & Creative,COUNTERSIGNED_Landmark Recovery Brand Strategy and Creative Campaign SOW
483920,Landmark - Drug Silo Buildout,
461143,Landmark - Lead Gen Retainer (Tier 1 Aug-Dec),
491928,Landmark - Lead Gen Retainer (Tier 1 Jan-July),
467412,Landmark - Lead Gen Tier 2/3,
483922,Landmark - Location Page Template Redesign,
479173,Landmark - Media,Landmark Recover - Media Retainer SOW
489523,Landmark - One Off Projects,
495068,Landmark - Radio Spot #2,
483836,Landmark - Sitemap & Navigation Redesign,
487936,Landmark - Video Production #2,
477369,Landmark: Conference Folder Redesign,
468867,Landmark: Non-Billable,
14061,LaneTerralever.com,
94018,LaneTerralever.com Refresh,
661477,Lavinia Group Website,
520748,Learners Edge - Brand Architecture Engagement,"Learner's Edge, LLC - Brand Architecture Engagement SOW"
525145,Learners Edge - In-Account Growth Opportunities,
547604,Learners Edge Website Redesign,"Learner's Edge, LLC - Website Redesign SOW"
67801,LFA - Local First Arizona,
357325,LI: Driving AM/PM Responsibility Alignment,
357345,LI: Driving Template Adoption,
357304,LI: Effectiveness of DEV-C,
357365,LI: Eliminating Repetitive Waste (crushing groundhogs),
387443,LI: Template Adoption - Part 2,
568877,"Liberty Dogs | Logo Development, Brand Guidelines, Landing Page",
569624,Liberty Dogs | Public Relations Retainer,
3722,Limelight Hero Space,
2989,Limelight Re-design,
539291,Linode | Influencer Project,
535228,Linode | Project 1 - One Time,
535229,Linode | Project 2 - Ongoing,
85256,LM - AZ Store Opening,
591926,LM | Planning Engagement 2023,
660137,Lou Malnati's | Q1/Q2 Retainer 2024,
